NOC,Year,Total_Athletes,Total_Medals,GDP,Population
AFG,2004,5,0,5224896718.67782,23560654.0
AFG,2008,4,1,10109297047.5432,26482622.0
AFG,2012,6,1,19907329777.5872,30560034.0
AFG,2016,3,0,18116572395.0772,34700612.0
ALB,1992,7,0,652174990.837304,3247039.0
ALB,1996,7,0,3234486232.04392,3168033.0
ALB,2000,4,0,3584570164.85195,3089027.0
ALB,2004,7,0,7406645793.44038,3026939.0
ALB,2006,1,0,9150528132.17633,2992547.0
ALB,2008,11,0,13258506375.4518,2947314.0
ALB,2010,1,0,12086545641.299,2913021.0
ALB,2012,9,0,12246499747.9714,2860708.0
ALB,2014,1,0,13296322588.1684,2773767.0
ALB,2016,6,0,11988668784.6628,2689469.0
AND,1976,8,0,227283850.831271,29436.0
AND,1980,5,0,446377776.798001,35782.0
AND,1984,4,0,330073080.637098,42273.0
AND,1988,7,0,721425939.15155,49416.0
AND,1992,13,0,1209992020.29543,60200.0
AND,1994,6,0,1017544068.8408,64612.0
AND,1996,8,0,1224024139.21295,63984.0
AND,1998,3,0,1211953994.05714,65382.0
AND,2000,5,0,1432606188.65883,65685.0
AND,2002,3,0,1764279824.23138,66506.0
AND,2004,6,0,2900245324.32047,74325.0
AND,2006,3,0,3459337986.67058,79585.0
AND,2008,5,0,4102319398.76562,83495.0
AND,2010,6,0,3449925738.83334,80706.0
AND,2012,6,0,3188652765.29297,76834.0
AND,2014,6,0,3271685596.52156,73737.0
AND,2016,4,0,2896610479.86771,72181.0
ARG,1960,98,4,15865474315.4056,20386045.0
ARG,1964,114,1,25605249381.7597,21769453.0
ARG,1968,94,2,26436857247.4982,23150583.0
ARG,1972,94,1,34733000536.2862,24644328.0
ARG,1976,77,0,51169499892.1722,26282283.0
ARG,1980,13,0,76961923741.0701,28011596.0
ARG,1984,99,0,116915052107.031,29863093.0
ARG,1988,133,13,126890235049.092,31780532.0
ARG,1992,104,2,228778917308.17,33693527.0
ARG,1994,10,0,257440000000.0,34613491.0
ARG,1996,179,20,272149750000.0,35513793.0
ARG,1998,2,0,298948250000.0,36372860.0
ARG,2000,143,20,284203750000.0,37213984.0
ARG,2002,11,0,97724004251.8602,38029349.0
ARG,2004,152,49,164657930452.787,38815916.0
ARG,2006,9,0,232557260817.308,39622115.0
ARG,2008,132,51,361558037110.419,40424148.0
ARG,2010,7,0,423627422092.49,41288694.0
ARG,2012,137,19,545982375701.128,42161721.0
ARG,2014,7,0,526319673731.638,43024071.0
ARG,2016,215,22,557532320662.955,43900313.0
ARM,1994,2,0,1315158636.67553,3364610.0
ARM,1996,32,2,1596968946.23708,3278735.0
ARM,1998,7,0,1893726437.26462,3208401.0
ARM,2000,25,1,1911563668.85006,3221100.0
ARM,2002,9,0,2376335048.39976,3199800.0
ARM,2004,18,0,3576615240.41616,3164900.0
ARM,2006,5,0,6384452066.5146,3127100.0
ARM,2008,25,6,11662040713.8753,3087100.0
ARM,2010,4,0,9260285755.62424,3044800.0
ARM,2012,24,3,10619320682.9474,3024100.0
ARM,2014,4,0,11609513246.7958,3013800.0
ARM,2016,31,4,10546136235.5219,2992300.0
AUS,1960,219,46,18635682981.7093,10276477.0
AUS,1964,248,44,23835843813.735,11167000.0
AUS,1968,131,51,32763365242.1384,12009000.0
AUS,1972,172,20,52117990654.2056,13177000.0
AUS,1976,188,23,105209354855.787,14033000.0
AUS,1980,129,13,150200557103.064,14692000.0
AUS,1984,252,52,193749932078.26,15579391.0
AUS,1988,271,35,236461079970.431,16532164.0
AUS,1992,301,57,325982966981.415,17478635.0
AUS,1994,25,4,323269456935.317,17805468.0
AUS,1996,417,132,401962517479.122,18224767.0
AUS,1998,23,1,400361527504.578,18607584.0
AUS,2000,617,183,416901962163.479,19028802.0
AUS,2002,25,2,396436967262.563,19495210.0
AUS,2004,470,157,615643050220.515,19932722.0
AUS,2006,40,2,749708370332.989,20450966.0
AUS,2008,432,149,1058448244063.77,21249199.0
AUS,2010,40,3,1152566632022.13,22031750.0
AUS,2012,405,114,1552728401401.58,22733465.0
AUS,2014,60,3,1474677007565.64,23475686.0
AUS,2016,420,82,1211588128417.61,24190907.0
AUT,1960,129,9,6624086313.14334,7047539.0
AUT,1964,139,17,9213648655.97511,7223801.0
AUT,1968,119,20,12499863917.1003,7415403.0
AUT,1972,151,8,21973207929.0434,7544201.0
AUT,1976,137,8,42791707448.0325,7565525.0
AUT,1980,126,13,81737498404.5948,7549433.0
AUT,1984,166,4,67719055773.3306,7561434.0
AUT,1988,154,13,132817124707.456,7585317.0
AUT,1992,160,35,194314032056.098,7840709.0
AUT,1994,80,12,202738023129.743,7936118.0
AUT,1996,72,3,235952581232.129,7959017.0
AUT,1998,96,20,217068085815.918,7976789.0
AUT,2000,92,4,196181599831.287,8011566.0
AUT,2002,90,20,212837224022.813,8081957.0
AUT,2004,74,8,299210411454.823,8171966.0
AUT,2006,73,30,333905979332.481,8268641.0
AUT,2008,70,3,429234399096.173,8321496.0
AUT,2010,75,26,389827789217.634,8363404.0
AUT,2012,70,0,406750487603.59,8429991.0
AUT,2014,126,27,438556021078.034,8546356.0
AUT,2016,71,2,393687359770.273,8736668.0
AZE,1996,23,1,3176507376.31836,7763000.0
AZE,1998,4,0,4446368570.6901,7913000.0
AZE,2000,31,3,5272615722.96892,8048600.0
AZE,2002,4,0,6236087738.28284,8171950.0
AZE,2004,36,5,8680405740.94125,8306500.0
AZE,2006,2,0,20981929497.6188,8484550.0
AZE,2008,44,7,48851293785.4483,8763400.0
AZE,2010,2,0,52909294791.9262,9054332.0
AZE,2012,52,10,69679944504.1972,9295784.0
AZE,2014,3,0,75239785452.1022,9535079.0
AZE,2016,56,18,37866996882.9157,9757812.0
BDI,1996,7,1,869033856.317093,6070506.0
BDI,2000,6,0,870486065.883137,6470194.0
BDI,2004,7,0,915257323.3961,7310656.0
BDI,2008,3,0,1611835857.04588,8505637.0
BDI,2012,6,0,2327402362.81574,10071028.0
BDI,2016,9,1,2618093125.14687,11239451.0
BEL,1960,101,4,11810619368.3874,9153489.0
BEL,1964,68,3,16168044450.2523,9378113.0
BEL,1968,82,3,21654856965.4281,9618756.0
BEL,1972,89,2,37209418018.5134,9711115.0
BEL,1976,105,9,71113882967.6071,9818227.0
BEL,1980,61,1,126829314388.191,9859242.0
BEL,1984,67,5,83349530159.1734,9855372.0
BEL,1988,60,2,162299103675.261,9901664.0
BEL,1992,73,3,234781652446.675,10045158.0
BEL,1994,5,0,244884129491.198,10115603.0
BEL,1996,61,6,279201433224.756,10156637.0
BEL,1998,1,1,258528339631.029,10203008.0
BEL,2000,68,7,236792460312.471,10251250.0
BEL,2002,6,0,258383599375.177,10332785.0
BEL,2004,50,3,369214712443.206,10421137.0
BEL,2006,4,0,408259840868.823,10547958.0
BEL,2008,94,5,517328087920.078,10709973.0
BEL,2010,8,0,481556503720.001,10895586.0
BEL,2012,111,3,498414364944.961,11106932.0
BEL,2014,7,0,537987419164.351,11209057.0
BEL,2016,104,21,474271566739.729,11331422.0
BEN,1972,3,0,410331856.991218,3207543.0
BEN,1980,16,0,1405251846.54048,3925251.0
BEN,1984,3,0,1051134008.78979,4405895.0
BEN,1988,7,0,1620246083.79478,4967341.0
BEN,1992,6,0,1695315305.70308,5617844.0
BEN,1996,5,0,2361116449.39308,6391858.0
BEN,2000,4,0,3519991440.47913,7221619.0
BEN,2004,4,0,6190270380.49856,8159094.0
BEN,2008,5,0,9787734526.23965,9228466.0
BEN,2012,5,0,11141358115.8991,10397657.0
BEN,2016,6,0,11821065853.3838,11697842.0
BIH,1992,10,0,4735044707.23969,4234616.0
BIH,1994,10,0,1255802469.1358,3725412.0
BIH,1996,9,0,2786045321.63743,3875246.0
BIH,1998,8,0,4116774300.60671,4089356.0
BIH,2000,9,0,5567772768.81188,4159771.0
BIH,2002,2,0,6728220982.88398,4188002.0
BIH,2004,9,0,10156541220.9704,4140987.0
BIH,2006,6,0,12864841905.9543,4063272.0
BIH,2008,5,0,19112796623.1175,3947544.0
BIH,2010,5,0,17176315803.7298,3811472.0
BIH,2012,6,0,17226735995.6905,3670113.0
BIH,2014,5,0,18558734107.1478,3564829.0
BIH,2016,11,0,17116926553.8513,3473003.0
BLR,1994,33,2,14931435232.078,10226955.0
BLR,1996,157,23,14500437519.8258,10159569.0
BLR,1998,59,2,15222012660.4232,10071963.0
BLR,2000,139,22,12736856827.9847,9979610.0
BLR,2002,64,1,14594900944.7658,9865548.0
BLR,2004,151,15,23141566292.9462,9730146.0
BLR,2006,28,1,36961894281.3444,9604924.0
BLR,2008,177,29,60752106347.126,9527985.0
BLR,2010,47,3,57231904542.8755,9483836.0
BLR,2012,160,23,65685890438.8922,9446836.0
BLR,2014,26,6,78813069120.9984,9448515.0
BLR,2016,120,12,47723545321.259,9469379.0
BOL,1964,1,0,544023569.023569,4022996.0
BOL,1968,4,0,857912457.912458,4388944.0
BOL,1972,11,0,1257615644.97932,4800978.0
BOL,1976,4,0,2731984007.996,5256496.0
BOL,1980,3,0,4537479608.48287,5758900.0
BOL,1984,14,0,6169483225.35915,6281868.0
BOL,1988,13,0,4597612362.2748,6835508.0
BOL,1992,18,0,5643868748.68126,7430336.0
BOL,1996,8,0,7396949126.35685,8021736.0
BOL,2000,5,0,8397855484.76908,8606326.0
BOL,2004,7,0,8773451751.5121,9204287.0
BOL,2008,7,0,16674276285.8956,9850858.0
BOL,2012,5,0,27084497481.9103,10515807.0
BOL,2016,12,0,33941126193.9219,11180020.0
BRA,1960,72,13,17030465539.3906,72388126.0
BRA,1964,61,12,20963733694.9749,81488595.0
BRA,1968,76,4,33930457425.2613,90741240.0
BRA,1972,81,2,58434858374.8696,100146797.0
BRA,1976,79,3,153168949208.207,110213349.0
BRA,1980,106,9,237393489892.637,121207461.0
BRA,1984,147,36,188339974086.58,132658864.0
BRA,1988,160,23,307881930752.268,143826357.0
BRA,1992,189,14,328191909882.232,154275079.0
BRA,1994,1,0,525369467295.737,159265006.0
BRA,1996,221,63,850426432991.742,164202549.0
BRA,1998,1,0,863710759256.435,169159655.0
BRA,2000,198,48,655448231983.527,174018282.0
BRA,2002,10,0,509795273806.715,178503484.0
BRA,2004,243,40,669289424806.307,182675143.0
BRA,2006,9,0,1107626541434.92,186653106.0
BRA,2008,268,78,1695855083497.52,190367302.0
BRA,2010,5,0,2208837745100.55,193701929.0
BRA,2012,248,59,2465227802806.76,196876111.0
BRA,2014,13,0,2456043727198.85,200085127.0
BRA,2016,462,50,1795693482853.01,203218114.0
BRN,1984,10,0,7632788075.1621,211661.0
BRN,1988,7,0,4535130304.71096,240913.0
BRN,1992,10,0,6327966435.17026,269839.0
BRN,1996,5,0,7663377306.04996,298276.0
BRN,2000,4,0,6570999087.56742,326424.0
BRN,2004,10,0,8619178773.51458,352911.0
BRN,2008,14,0,15926456515.0049,377793.0
BRN,2012,12,1,19048443340.7732,405557.0
BRN,2016,33,2,11400266044.6651,427564.0
CAF,1968,1,0,191767441.604577,2005100.0
CAF,1984,3,0,637820670.299604,2568610.0
CAF,1988,15,0,1264899287.51261,2713965.0
CAF,1992,15,0,1411917553.12436,3058831.0
CAF,1996,5,0,1007791127.09913,3435965.0
CAF,2000,3,0,916777282.691659,3833416.0
CAF,2004,4,0,1272360517.32373,4192826.0
CAF,2008,3,0,1993407888.49838,4558984.0
CAF,2012,6,0,2510126512.22831,4610848.0
CAF,2016,6,0,1825018144.65595,4713663.0
CAN,1960,129,30,40563768946.9503,17909356.0
CAN,1964,170,12,49503663836.3665,19325000.0
CAN,1968,208,30,72048833006.1602,20744000.0
CAN,1972,255,12,113463848873.624,22218463.0
CAN,1976,443,26,207271612576.065,23449808.0
CAN,1980,59,2,274776566028.053,24515667.0
CAN,1984,474,91,356718400123.543,25607053.0
CAN,1988,440,29,509380027626.554,26791747.0
CAN,1992,403,80,594387358318.855,28371264.0
CAN,1994,95,37,579944346807.264,29000663.0
CAN,1996,303,50,630607994132.747,29610218.0
CAN,1998,144,49,633999325918.436,30155173.0
CAN,2000,294,31,744773415931.587,30685730.0
CAN,2002,150,74,760650608551.583,31359199.0
CAN,2004,262,17,1026691006917.76,31938807.0
CAN,2006,191,69,1319291255289.14,32571193.0
CAN,2008,332,35,1552993439550.14,33247298.0
CAN,2010,201,90,1617349192091.46,34005902.0
CAN,2012,273,55,1828359477071.97,34713395.0
CAN,2014,217,86,1805751688808.98,35434066.0
CAN,2016,310,69,1527996250640.92,36110803.0
CHI,1998,3,0,5945677376.61477,146906.0
CHI,2000,50,17,6439703434.71024,148110.0
CHI,2002,6,0,6663669064.7482,149881.0
CHI,2004,22,4,8553643354.08275,152039.0
CHI,2006,9,0,9676172953.08188,154214.0
CHI,2010,3,0,8902359316.35606,158621.0
CHI,2012,35,0,9454638123.23572,160767.0
CHI,2014,6,0,10527973277.6068,162726.0
CHI,2016,42,0,9168857222.32574,163883.0
CHN,1980,24,0,191487500000.0,981235000.0
CHN,1984,252,74,260442857142.857,1036825000.0
CHN,1988,286,52,312888888888.889,1101630000.0
CHN,1992,276,85,428502354788.069,1164970000.0
CHN,1994,24,3,566929539493.172,1191835000.0
CHN,1996,294,106,868523936530.083,1217550000.0
CHN,1998,57,14,1037134141760.35,1241935000.0
CHN,2000,271,79,1223754919971.05,1262645000.0
CHN,2002,66,16,1489821682050.54,1280400000.0
CHN,2004,383,94,1984196551300.44,1296075000.0
CHN,2006,73,13,2791498472804.33,1311020000.0
CHN,2008,599,184,4667346414521.95,1324655000.0
CHN,2010,86,19,6192564874453.29,1337705000.0
CHN,2012,375,125,8673664713189.24,1354190000.0
CHN,2014,62,12,10674533168257.4,1371860000.0
CHN,2016,392,113,11456024084962.0,1387790000.0
CIV,1964,9,0,921063326.589918,4273952.0
CIV,1968,10,0,1281281276.72357,4990021.0
CIV,1972,11,0,1849400401.64724,5909716.0
CIV,1976,8,0,4662053824.83955,7057958.0
CIV,1984,15,1,6841639246.8996,9650516.0
CIV,1988,28,0,10255169805.7996,11275189.0
CIV,1992,13,0,11152971273.9383,13200310.0
CIV,1996,11,0,18071152830.6101,15442312.0
CIV,2000,14,0,16577533891.8785,17699004.0
CIV,2004,5,0,23510575681.3686,19595000.0
CIV,2008,21,0,34078240293.2559,21514439.0
CIV,2012,9,0,36302302877.2977,23467078.0
CIV,2016,12,2,48407761036.8238,25989405.0
CMR,1964,1,0,776650176.904453,5578257.0
CMR,1968,5,1,1046191217.79942,6125863.0
CMR,1972,11,0,1498251889.66287,6806872.0
CMR,1976,4,0,2898090001.8562,7597962.0
CMR,1980,25,0,6674569046.6832,8512219.0
CMR,1984,46,1,7311938026.36713,9475078.0
CMR,1988,15,0,12236057362.4917,10684968.0
CMR,1992,8,0,12071775335.0433,12006353.0
CMR,1996,15,0,11093538846.4483,13414757.0
CMR,2000,34,18,10566579294.9831,14912631.0
CMR,2002,1,0,12417251350.4882,15725528.0
CMR,2004,17,1,18826214135.6419,16610487.0
CMR,2008,32,1,27715142032.913,18574056.0
CMR,2012,32,0,30155062329.2821,20809529.0
CMR,2016,22,0,33814337044.3765,23454161.0
COD,1968,5,0,3909780538.92216,19012189.0
COD,1984,8,0,7857729193.20343,30245081.0
COD,1988,15,0,8861299976.74158,34382752.0
COD,1992,17,0,8227343907.26679,39228910.0
COD,1996,14,0,5771456952.1908,45296124.0
COD,2000,2,0,19088046305.7971,50507442.0
COD,2004,4,0,10297483481.223,56997741.0
COD,2008,5,0,22723488723.3641,64390664.0
COD,2012,4,0,30029369928.7318,73254618.0
COD,2016,4,0,38600224214.4728,83956415.0
COL,1960,16,0,4031152976.63904,15606209.0
COL,1964,20,0,5973366666.66667,17637411.0
COL,1968,43,0,5960212869.12968,19766796.0
COL,1972,59,3,8671358732.68486,21819563.0
COL,1976,35,0,15341403660.4698,23858810.0
COL,1980,23,0,33400735644.0481,26104498.0
COL,1984,39,1,38253120737.9671,28642690.0
COL,1988,40,1,39212550050.4223,31130524.0
COL,1992,49,1,58418985443.3172,33760571.0
COL,1996,48,0,97160109277.8087,36462745.0
COL,2000,44,1,99875074951.0278,39089934.0
COL,2004,53,2,117092416666.245,41543171.0
COL,2008,67,2,242504150472.931,43758808.0
COL,2010,1,0,286498534094.963,44777319.0
COL,2012,101,8,370691143018.039,45715810.0
COL,2016,143,8,282720100286.228,47437512.0
COM,1996,4,0,392488148.725187,499107.0
COM,2000,2,0,339504306.290689,536080.0
COM,2004,3,0,622679660.37137,580704.0
COM,2008,3,0,915659107.965823,629307.0
COM,2012,3,0,1015842906.66403,681630.0
COM,2016,4,0,1012835493.19325,741741.0
CPV,1996,3,0,501979269.843942,425581.0
CPV,2000,2,0,539227277.626411,453317.0
CPV,2004,3,0,924940011.836897,479370.0
CPV,2008,2,0,1959620648.31578,501355.0
CPV,2012,3,0,1913081210.41411,511955.0
CPV,2016,5,0,1849789985.99572,512554.0
CUB,1972,137,22,8135150891.92025,9123891.0
CUB,1976,156,24,13789579902.5579,9571242.0
CUB,1980,208,20,19912889861.1111,9804796.0
CUB,1992,176,69,22085858243.2432,10785801.0
CUB,1996,164,55,25017368700.0,10962010.0
CUB,2000,229,65,30565400000.0,11109109.0
CUB,2004,151,62,38203000000.0,11238756.0
CUB,2008,158,47,56302129629.6296,11291762.0
CUB,2012,109,14,73141000000.0,11303175.0
CUB,2016,117,11,91370407900.0,11265612.0
CYP,1980,17,0,2154311276.94859,683076.0
CYP,1984,15,0,2278248953.14058,719334.0
CYP,1988,12,0,4278792597.23965,766235.0
CYP,1992,21,0,6912150456.32334,810341.0
CYP,1994,1,0,7425703928.57143,844667.0
CYP,1996,17,0,10011914680.0502,880290.0
CYP,1998,1,0,10248618778.2805,914548.0
CYP,2000,22,0,9985847313.85485,947667.0
CYP,2002,1,0,11420228846.1538,981440.0
CYP,2004,20,0,17320551250.0,1017875.0
CYP,2006,1,0,20072754986.8272,1054418.0
CYP,2008,17,0,27958384913.4219,1091026.0
CYP,2010,2,0,25799940416.0167,1127816.0
CYP,2012,13,1,25047433099.5891,1165397.0
CYP,2014,1,0,23225912183.4991,1201801.0
CYP,2016,15,0,21046452117.3759,1237112.0
CZE,1994,63,0,48188478339.4129,10333587.0
CZE,1996,115,13,67804105329.8557,10315241.0
CZE,1998,61,23,67187217327.7326,10294373.0
CZE,2000,119,9,62175642238.0847,10255063.0
CZE,2002,76,3,82607869609.574,10196916.0
CZE,2004,142,13,120147899983.657,10197101.0
CZE,2006,83,27,156236258386.589,10238905.0
CZE,2008,134,7,236506264753.95,10384603.0
CZE,2010,90,9,211168667286.27,10474410.0
CZE,2012,133,14,210363223087.728,10510785.0
CZE,2014,87,11,210911285077.683,10525347.0
CZE,2016,104,15,198160659303.939,10566332.0
DJI,1988,6,1,395794538.630775,484523.0
DJI,1992,8,0,478058304.871118,626010.0
DJI,1996,5,0,494004647.73437,648348.0
DJI,2000,2,0,551230861.856505,747318.0
DJI,2008,2,0,999105339.267729,892734.0
DJI,2012,4,0,1353632941.5207,966747.0
DJI,2016,7,0,2604955228.70117,1037653.0
DMA,1996,6,0,292285185.185185,69410.0
DMA,2000,4,0,333470370.37037,68511.0
DMA,2004,2,0,396711111.111111,68649.0
DMA,2008,2,0,480003703.703704,68854.0
DMA,2012,2,0,520355555.555556,69118.0
DMA,2014,1,0,572255555.555555,70373.0
DMA,2016,2,0,612711111.111111,69606.0
DOM,1964,1,0,1025599900.0,3698559.0
DOM,1968,18,0,1079100000.0,4157189.0
DOM,1972,5,0,1987400000.0,4651883.0
DOM,1976,10,0,3951500000.0,5180404.0
DOM,1980,6,0,6761300000.0,5729037.0
DOM,1984,19,1,11594000000.0,6289040.0
DOM,1988,16,0,5374299981.49698,6855734.0
DOM,1992,32,0,11605382504.0,7447474.0
DOM,1996,16,0,18241622547.5908,8032894.0
DOM,2000,13,0,24305780628.6677,8584190.0
DOM,2004,33,1,22322387382.494,9104892.0
DOM,2008,24,2,48091433554.186,9573130.0
DOM,2012,33,2,60561635555.6383,10070411.0
DOM,2016,26,1,75552902635.7075,10551430.0
ECU,1968,15,0,2582179864.15493,5799680.0
ECU,1972,2,0,3185986087.33583,6529034.0
ECU,1976,5,0,9091921030.17345,7320912.0
ECU,1980,12,0,17881508242.4481,8165877.0
ECU,1984,11,0,16912509091.855,9074782.0
ECU,1988,13,0,13051881851.4068,10010808.0
ECU,1992,13,0,18094238119.0595,10930128.0
ECU,1996,19,1,25226393196.5983,11810950.0
ECU,2000,10,0,17539454727.3637,12689206.0
ECU,2004,16,0,35194947000.0,13608701.0
ECU,2008,25,1,61139438000.0,14575202.0
ECU,2012,36,0,87735048000.0,15572194.0
ECU,2016,37,0,97671433000.0,16505139.0
EGY,1964,73,0,4709245761.67881,29858922.0
EGY,1968,30,0,5932242990.65421,32998319.0
EGY,1972,23,0,9299638055.84281,36258328.0
EGY,1976,26,0,13315988083.4161,39795557.0
EGY,1984,115,1,33971188991.6147,49247334.0
EGY,1988,49,0,34980124929.0176,55187681.0
EGY,1992,75,0,41855986519.4235,61480660.0
EGY,1996,29,0,67629716981.1321,67028048.0
EGY,2000,89,0,99838543960.0763,73083284.0
EGY,2004,97,5,78782467532.4675,79477443.0
EGY,2008,100,1,162818181818.182,85864789.0
EGY,2012,109,2,279116666666.667,93161001.0
EGY,2016,121,3,332441717791.411,101644589.0
ERI,2000,3,0,706370815.584416,2247031.0
ERI,2004,4,1,1109054005.43971,2598284.0
ERI,2008,10,0,1380188800.0,2816327.0
ESP,1960,148,14,12424514013.7604,30455000.0
ESP,1964,57,0,21966876027.2517,31609195.0
ESP,1968,142,0,32394326463.759,33113134.0
ESP,1972,126,2,59090176028.993,34604469.0
ESP,1976,117,6,118422534195.474,36137812.0
ESP,1980,163,24,232600556973.776,37491165.0
ESP,1984,191,19,171979977230.387,38330364.0
ESP,1988,241,5,375891716897.586,38766939.0
ESP,1992,439,70,630465353486.104,39157685.0
ESP,1994,13,0,530183651720.283,39549108.0
ESP,1996,289,66,642251412058.321,39889852.0
ESP,1998,12,0,618731484575.12,40223509.0
ESP,2000,321,42,598102854756.08,40567864.0
ESP,2002,7,0,708938227243.923,41431558.0
ESP,2004,316,30,1069829382514.67,42921895.0
ESP,2006,16,0,1261846683275.29,44397319.0
ESP,2008,283,70,1636115447612.5,45954106.0
ESP,2010,18,0,1427989078916.67,46576897.0
ESP,2012,278,63,1330994811670.31,46773055.0
ESP,2014,20,0,1380244561361.96,46460733.0
ESP,2016,307,45,1243015667917.12,46458139.0
EST,1994,26,0,4123011419.74174,1462514.0
EST,1996,43,0,4786018988.16491,1415594.0
EST,1998,20,0,5674080542.88575,1386156.0
EST,2000,33,3,5686579747.53524,1396985.0
EST,2002,17,3,7370119619.4782,1379350.0
EST,2004,42,3,12148595031.0559,1362550.0
EST,2006,26,3,17025671810.3124,1346810.0
EST,2008,47,3,24342935403.5447,1337090.0
EST,2010,30,1,19524355419.038,1331475.0
EST,2012,32,2,23237406116.3988,1322696.0
EST,2014,25,0,27055689003.0038,1314545.0
EST,2016,46,4,24561027787.7896,1315790.0
ETH,1960,10,1,1610511693.84215,21376693.0
ETH,1964,12,1,1984129185.6,23666548.0
ETH,1968,18,2,2619948864.8,26337930.0
ETH,1972,31,2,3520252938.26087,29374608.0
ETH,1980,41,4,7012585454.10628,34428514.0
ETH,1992,20,3,10754799036.5745,51853747.0
ETH,1996,18,3,8761215548.48614,59467635.0
ETH,2000,26,8,8242349617.8638,67411494.0
ETH,2004,26,7,10131187261.4421,76077206.0
ETH,2006,1,0,15280861834.6024,80703490.0
ETH,2008,27,7,27066912635.2228,85543668.0
ETH,2010,1,0,29933790334.3418,90538514.0
ETH,2012,33,7,43310721414.0829,95798767.0
ETH,2016,37,8,68475871209.607,106718162.0
FIN,1960,165,19,5279481824.12983,4429634.0
FIN,1964,140,20,7848987792.54261,4548543.0
FIN,1968,118,12,8916565040.54632,4626469.0
FIN,1972,146,20,14744499569.8308,4639657.0
FIN,1976,130,22,31852352669.6415,4725664.0
FIN,1980,157,21,53649984061.205,4779535.0
FIN,1984,131,31,52870993272.6553,4881803.0
FIN,1988,131,38,109039090262.971,4946481.0
FIN,1992,150,20,112537828510.751,5041992.0
FIN,1994,61,30,103182697780.307,5088333.0
FIN,1996,76,4,131991975148.848,5124573.0
FIN,1998,85,58,133990876724.522,5153498.0
FIN,2000,70,5,125967821110.589,5176209.0
FIN,2002,98,13,140360963811.765,5200598.0
FIN,2004,53,2,197458297639.769,5228172.0
FIN,2006,90,41,217044068234.117,5266268.0
FIN,2008,57,5,285698662071.094,5313399.0
FIN,2010,91,47,249429613683.334,5363352.0
FIN,2012,56,5,257443384492.969,5413971.0
FIN,2014,99,33,273478528954.901,5461512.0
FIN,2016,54,1,238777818792.608,5495303.0
FRA,1960,264,15,61959085885.3427,47412964.0
FRA,1964,162,38,93424179943.3453,49401492.0
FRA,1968,275,36,128710572572.436,51112980.0
FRA,1972,267,25,201738881664.499,52962356.0
FRA,1976,241,21,368363152144.223,54232383.0
FRA,1980,143,30,694529183483.39,55274184.0
FRA,1984,270,70,525033325827.516,56383085.0
FRA,1988,334,31,1010827662151.75,57598186.0
FRA,1992,448,69,1389663073110.28,58846584.0
FRA,1994,98,11,1385822778827.98,59324863.0
FRA,1996,299,51,1598889216566.23,59754504.0
FRA,1998,106,15,1496906382032.47,60190684.0
FRA,2000,336,66,1360959069477.49,60918661.0
FRA,2002,114,15,1492427756382.43,61812142.0
FRA,2004,308,53,2109792297237.03,62707588.0
FRA,2006,82,15,2317861544690.82,63622342.0
FRA,2008,309,77,2926802941585.86,64375116.0
FRA,2010,104,14,2646230027988.34,65026211.0
FRA,2012,324,82,2683007095787.23,65657659.0
FRA,2014,107,18,2861236112552.42,66312067.0
FRA,2016,392,96,2470407619777.13,66724104.0
FSM,2000,5,0,229616800.0,112044.0
FSM,2004,5,0,235538100.0,111925.0
FSM,2008,5,0,261000000.0,108936.0
FSM,2012,6,0,324000000.0,107890.0
FSM,2016,5,0,327000000.0,109075.0
GAB,1972,1,0,430508358.514204,620960.0
GAB,1984,4,0,3561451560.50783,833501.0
GAB,1988,2,0,3834503376.02992,931020.0
GAB,1992,5,0,5592390827.39854,1038380.0
GAB,1996,7,0,5694040002.89863,1152015.0
GAB,2000,5,0,5080483628.53013,1275572.0
GAB,2004,5,0,7770219008.21293,1421609.0
GAB,2008,4,0,15571348344.3379,1607175.0
GAB,2012,21,1,17170464016.0593,1846889.0
GAB,2016,6,0,14023890265.3665,2100306.0
GBR,1960,270,28,73233967692.1028,52400000.0
GBR,1964,240,30,94407558351.1616,54000000.0
GBR,1968,263,19,107759910067.889,55211700.0
GBR,1972,321,29,169965034965.035,56086065.0
GBR,1976,284,33,232614555256.065,56211968.0
GBR,1980,267,48,564947710899.373,56314216.0
GBR,1984,387,73,461487097632.349,56422072.0
GBR,1988,393,54,910122732123.799,56928327.0
GBR,1992,420,50,1179659529659.53,57580402.0
GBR,1994,32,3,1140489745944.29,57865745.0
GBR,1996,300,26,1425287051482.06,58166950.0
GBR,1998,34,4,1660821464060.95,58487141.0
GBR,2000,310,54,1671597821152.97,58892514.0
GBR,2002,49,6,1790536570743.41,59370479.0
GBR,2004,264,57,2429774807762.72,59987905.0
GBR,2006,39,1,2719558417663.29,60846820.0
GBR,2008,304,81,2945251838235.29,61806995.0
GBR,2010,52,1,2496740681057.14,62766365.0
GBR,2012,530,126,2719715961539.83,63711000.0
GBR,2014,53,10,3085362169410.29,64619000.0
GBR,2016,360,145,2706807606538.73,65606000.0
GEO,1994,5,0,2513867645.13316,4836076.0
GEO,1996,34,2,3094936177.1918,4491699.0
